--- Log Capture Start: 20260318_182654 ---
03-18 18:25:06.353 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-57)，但未检测到靠近动作 (原地站立)
03-18 18:25:06.455 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-57)，但未检测到靠近动作 (原地站立)
03-18 18:25:06.555 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-57)，但未检测到靠近动作 (原地站立)
03-18 18:25:06.656 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-57)，但未检测到靠近动作 (原地站立)
03-18 18:25:06.758 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-57)，但未检测到靠近动作 (原地站立)
03-18 18:25:06.859 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-57)，但未检测到靠近动作 (原地站立)
03-18 18:25:06.962 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:07.062 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:07.365 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:07.466 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:07.570 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:07.669 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:07.777 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:07.878 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:07.977 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:08.080 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:08.184 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:08.281 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:08.386 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:08.487 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:08.590 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:08.693 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:08.791 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:08.894 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:08.998 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:09.100 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:09.200 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:09.303 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:09.401 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:09.507 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:10.221 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:25:10.323 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:25:10.426 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:25:10.528 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:25:10.632 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:25:10.733 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:25:10.835 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:25:10.937 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:25:11.038 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:25:11.139 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:25:11.239 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:25:11.342 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:25:11.445 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:25:11.548 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:25:11.648 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:25:11.749 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:25:11.850 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:25:11.951 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:12.055 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:12.158 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:12.257 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:12.363 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:12.464 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:12.572 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:12.667 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:12.768 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:12.872 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:12.972 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:13.075 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:13.179 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:13.278 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:13.380 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:13.487 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:13.588 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:13.687 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:13.794 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:13.895 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:13.999 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:14.101 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:14.203 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:14.304 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:14.407 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:14.505 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:14.607 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:14.713 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:14.814 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:14.916 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:15.020 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:15.121 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:15.221 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:15.323 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:15.424 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:15.526 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:15.628 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:15.730 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:15.831 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:15.933 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:16.037 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:16.137 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:16.240 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:16.342 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:16.443 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:16.545 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:16.647 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:16.747 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:16.849 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:16.951 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:17.051 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:17.155 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:17.260 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:17.359 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:17.461 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:17.561 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:17.665 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:17.767 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:17.869 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:17.969 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:18.072 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:18.174 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:18.274 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:18.379 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:18.481 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:18.583 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:18.686 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:18.789 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:18.888 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:18.992 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:19.095 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:19.197 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:19.301 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:19.405 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:19.509 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:19.609 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:19.712 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:19.815 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:19.916 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:20.018 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:20.121 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:20.222 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:20.325 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:20.531 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:20.633 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:20.835 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:21.140 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:25:21.241 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:25:21.343 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:25:21.442 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:21.547 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:21.649 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:21.750 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:21.850 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:21.952 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:22.055 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:22.157 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:22.255 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:22.362 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:22.463 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:22.568 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:22.668 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:22.771 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:22.873 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:22.973 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:23.072 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:23.174 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:23.277 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:23.383 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:23.484 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:23.586 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:23.688 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:23.789 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:23.892 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:23.994 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:24.095 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:24.197 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:24.299 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:24.403 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:24.505 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:24.606 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:24.706 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:24.809 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:24.911 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:25.010 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:25.114 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:25.213 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:25.317 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:25.419 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:25.522 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:25.623 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:25.726 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:25.828 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:25.934 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:26.031 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:26.135 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:26.238 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:26.337 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:26.437 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:26.539 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:26.639 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:26.742 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:26.840 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:26.947 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:27.049 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:27.149 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:27.250 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:27.351 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:27.457 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:27.568 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:27.658 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:27.759 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:27.862 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:27.965 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:28.070 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:28.169 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:28.269 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:28.373 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:28.475 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:28.575 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:28.677 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:28.779 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:28.882 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:28.983 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:29.085 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:29.188 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:29.292 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:29.391 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
