--- Log Capture Start: 20260214_164856 ---
02-14 16:47:24.468 D/BleProximity: 📶 RSSI: -58
02-14 16:47:24.783 D/BleProximity: 📶 RSSI: -57
02-14 16:47:25.097 D/BleProximity: 📶 RSSI: -58
02-14 16:47:25.426 D/BleProximity: 📶 RSSI: -61
02-14 16:47:25.717 D/BleProximity: 📶 RSSI: -59
02-14 16:47:26.045 D/BleProximity: 📶 RSSI: -60
02-14 16:47:26.350 D/BleProximity: 📶 RSSI: -59
02-14 16:47:26.674 D/BleProximity: 📶 RSSI: -60
02-14 16:47:26.989 D/BleProximity: 📶 RSSI: -62
02-14 16:47:27.280 D/BleProximity: 📶 RSSI: -60
02-14 16:47:27.583 D/BleProximity: 📶 RSSI: -61
02-14 16:47:27.904 D/BleProximity: 📶 RSSI: -60
02-14 16:47:28.195 D/BleProximity: 📶 RSSI: -59
02-14 16:47:28.500 D/BleProximity: 📶 RSSI: -59
02-14 16:47:28.820 D/BleProximity: 📶 RSSI: -59
02-14 16:47:29.135 D/BleProximity: 📶 RSSI: -59
02-14 16:47:29.450 D/BleProximity: 📶 RSSI: -59
02-14 16:47:29.741 D/BleProximity: 📶 RSSI: -60
02-14 16:47:30.046 D/BleProximity: 📶 RSSI: -60
02-14 16:47:30.349 D/BleProximity: 📶 RSSI: -61
02-14 16:47:30.653 D/BleProximity: 📶 RSSI: -61
02-14 16:47:30.958 D/BleProximity: 📶 RSSI: -62
02-14 16:47:31.259 D/BleProximity: 📶 RSSI: -60
02-14 16:47:31.563 D/BleProximity: 📶 RSSI: -60
02-14 16:47:31.867 D/BleProximity: 📶 RSSI: -61
02-14 16:47:32.169 D/BleProximity: 📶 RSSI: -63
02-14 16:47:32.495 D/BleProximity: 📶 RSSI: -62
02-14 16:47:32.800 D/BleProximity: 📶 RSSI: -59
02-14 16:47:33.129 D/BleProximity: 📶 RSSI: -59
02-14 16:47:33.443 D/BleProximity: 📶 RSSI: -60
02-14 16:47:33.760 D/BleProximity: 📶 RSSI: -59
02-14 16:47:34.060 D/BleProximity: 📶 RSSI: -60
02-14 16:47:34.363 D/BleProximity: 📶 RSSI: -62
02-14 16:47:34.690 D/BleProximity: 📶 RSSI: -61
02-14 16:47:34.982 D/BleProximity: 📶 RSSI: -64
02-14 16:47:35.291 D/BleProximity: 📶 RSSI: -59
02-14 16:47:35.590 D/BleProximity: 📶 RSSI: -56
02-14 16:47:35.902 D/BleProximity: 📶 RSSI: -59
02-14 16:47:36.196 D/BleProximity: 📶 RSSI: -63
02-14 16:47:36.500 D/BleProximity: 📶 RSSI: -62
02-14 16:47:36.807 D/BleProximity: 📶 RSSI: -62
02-14 16:47:37.114 D/BleProximity: 📶 RSSI: -61
02-14 16:47:37.422 D/BleProximity: 📶 RSSI: -62
02-14 16:47:37.729 D/BleProximity: 📶 RSSI: -61
02-14 16:47:38.041 D/BleProximity: 📶 RSSI: -61
02-14 16:47:38.350 D/BleProximity: 📶 RSSI: -62
02-14 16:47:38.656 D/BleProximity: 📶 RSSI: -61
02-14 16:47:38.965 D/BleProximity: 📶 RSSI: -63
02-14 16:47:39.269 D/BleProximity: 📶 RSSI: -63
02-14 16:47:39.573 D/BleProximity: 📶 RSSI: -61
02-14 16:47:39.881 D/BleProximity: 📶 RSSI: -63
02-14 16:47:40.189 D/BleProximity: 📶 RSSI: -63
02-14 16:47:40.495 D/BleProximity: 📶 RSSI: -60
02-14 16:47:40.797 D/BleProximity: 📶 RSSI: -61
02-14 16:47:41.102 D/BleProximity: 📶 RSSI: -59
02-14 16:47:41.402 D/BleProximity: 📶 RSSI: -56
02-14 16:47:41.705 D/BleProximity: 📶 RSSI: -59
02-14 16:47:42.007 D/BleProximity: 📶 RSSI: -61
02-14 16:47:42.317 D/BleProximity: 📶 RSSI: -61
02-14 16:47:42.621 D/BleProximity: 📶 RSSI: -61
02-14 16:47:42.934 D/BleProximity: 📶 RSSI: -62
02-14 16:47:43.246 D/BleProximity: 📶 RSSI: -62
02-14 16:47:43.561 D/BleProximity: 📶 RSSI: -57
02-14 16:47:43.870 D/BleProximity: 📶 RSSI: -57
02-14 16:47:44.186 D/BleProximity: 📶 RSSI: -57
02-14 16:47:44.497 D/BleProximity: 📶 RSSI: -60
02-14 16:47:44.808 D/BleProximity: 📶 RSSI: -62
02-14 16:47:45.137 D/BleProximity: 📶 RSSI: -61
02-14 16:47:45.442 D/BleProximity: 📶 RSSI: -63
02-14 16:47:45.737 D/BleProximity: 📶 RSSI: -63
02-14 16:47:46.058 D/BleProximity: 📶 RSSI: -62
02-14 16:47:46.374 D/BleProximity: 📶 RSSI: -64
02-14 16:47:46.681 D/BleProximity: 📶 RSSI: -63
02-14 16:47:46.984 D/BleProximity: 📶 RSSI: -62
02-14 16:47:47.367 D/BleProximity: 📶 RSSI: -62
02-14 16:47:47.677 D/BleProximity: 📶 RSSI: -60
02-14 16:47:48.003 D/BleProximity: 📶 RSSI: -62
02-14 16:47:48.292 D/BleProximity: 📶 RSSI: -60
02-14 16:47:48.597 D/BleProximity: 📶 RSSI: -60
02-14 16:47:48.908 D/BleProximity: 📶 RSSI: -60
02-14 16:47:49.216 D/BleProximity: 📶 RSSI: -60
02-14 16:47:49.536 D/BleProximity: 📶 RSSI: -60
02-14 16:47:49.842 D/BleProximity: 📶 RSSI: -61
02-14 16:47:50.156 D/BleProximity: 📶 RSSI: -60
02-14 16:47:50.467 D/BleProximity: 📶 RSSI: -60
02-14 16:47:50.782 D/BleProximity: 📶 RSSI: -60
02-14 16:47:51.097 D/BleProximity: 📶 RSSI: -60
02-14 16:47:51.410 D/BleProximity: 📶 RSSI: -62
02-14 16:47:51.717 D/BleProximity: 📶 RSSI: -62
02-14 16:47:52.025 D/BleProximity: 📶 RSSI: -60
02-14 16:47:52.334 D/BleProximity: 📶 RSSI: -57
02-14 16:47:52.644 D/BleProximity: 📶 RSSI: -59
02-14 16:47:52.951 D/BleProximity: 📶 RSSI: -58
02-14 16:47:53.260 D/BleProximity: 📶 RSSI: -60
02-14 16:47:53.565 D/BleProximity: 📶 RSSI: -56
02-14 16:47:53.868 D/BleProximity: 📶 RSSI: -56
02-14 16:47:54.179 D/BleProximity: 📶 RSSI: -58
02-14 16:47:54.491 D/BleProximity: 📶 RSSI: -59
02-14 16:47:54.804 D/BleProximity: 📶 RSSI: -54
02-14 16:47:55.123 D/BleProximity: 📶 RSSI: -53
02-14 16:47:55.434 D/BleProximity: 📶 RSSI: -53
02-14 16:47:55.745 D/BleProximity: 📶 RSSI: -52
02-14 16:47:56.052 D/BleProximity: 📶 RSSI: -53
02-14 16:47:56.361 D/BleProximity: 📶 RSSI: -55
02-14 16:47:56.673 D/BleProximity: 📶 RSSI: -55
02-14 16:47:56.981 D/BleProximity: 📶 RSSI: -56
02-14 16:47:57.292 D/BleProximity: 📶 RSSI: -59
02-14 16:47:57.607 D/BleProximity: 📶 RSSI: -57
02-14 16:47:57.914 D/BleProximity: 📶 RSSI: -58
02-14 16:47:58.224 D/BleProximity: 📶 RSSI: -57
02-14 16:47:58.532 D/BleProximity: 📶 RSSI: -57
02-14 16:47:58.844 D/BleProximity: 📶 RSSI: -58
02-14 16:47:59.152 D/BleProximity: 📶 RSSI: -60
02-14 16:47:59.467 D/BleProximity: 📶 RSSI: -60
02-14 16:47:59.780 D/BleProximity: 📶 RSSI: -60
02-14 16:48:00.088 D/BleProximity: 📶 RSSI: -56
02-14 16:48:00.398 D/BleProximity: 📶 RSSI: -57
02-14 16:48:00.708 D/BleProximity: 📶 RSSI: -56
02-14 16:48:01.021 D/BleProximity: 📶 RSSI: -58
02-14 16:48:01.334 D/BleProximity: 📶 RSSI: -56
02-14 16:48:01.648 D/BleProximity: 📶 RSSI: -58
02-14 16:48:01.960 D/BleProximity: 📶 RSSI: -57
02-14 16:48:02.264 D/BleProximity: 📶 RSSI: -56
02-14 16:48:02.577 D/BleProximity: 📶 RSSI: -56
02-14 16:48:02.882 D/BleProximity: 📶 RSSI: -56
02-14 16:48:03.193 D/BleProximity: 📶 RSSI: -58
02-14 16:48:03.500 D/BleProximity: 📶 RSSI: -55
02-14 16:48:03.808 D/BleProximity: 📶 RSSI: -55
02-14 16:48:04.118 D/BleProximity: 📶 RSSI: -58
02-14 16:48:04.426 D/BleProximity: 📶 RSSI: -55
02-14 16:48:04.738 D/BleProximity: 📶 RSSI: -57
02-14 16:48:05.046 D/BleProximity: 📶 RSSI: -56
02-14 16:48:05.353 D/BleProximity: 📶 RSSI: -55
02-14 16:48:05.665 D/BleProximity: 📶 RSSI: -59
02-14 16:48:05.977 D/BleProximity: 📶 RSSI: -57
02-14 16:48:06.288 D/BleProximity: 📶 RSSI: -57
02-14 16:48:06.598 D/BleProximity: 📶 RSSI: -57
02-14 16:48:06.905 D/BleProximity: 📶 RSSI: -55
02-14 16:48:07.210 D/BleProximity: 📶 RSSI: -59
02-14 16:48:07.523 D/BleProximity: 📶 RSSI: -57
02-14 16:48:07.829 D/BleProximity: 📶 RSSI: -58
02-14 16:48:08.138 D/BleProximity: 📶 RSSI: -58
02-14 16:48:08.442 D/BleProximity: 📶 RSSI: -58
02-14 16:48:08.752 D/BleProximity: 📶 RSSI: -57
02-14 16:48:09.058 D/BleProximity: 📶 RSSI: -58
02-14 16:48:09.368 D/BleProximity: 📶 RSSI: -59
02-14 16:48:09.678 D/BleProximity: 📶 RSSI: -58
02-14 16:48:09.986 D/BleProximity: 📶 RSSI: -58
02-14 16:48:10.299 D/BleProximity: 📶 RSSI: -58
02-14 16:48:10.606 D/BleProximity: 📶 RSSI: -59
02-14 16:48:10.924 D/BleProximity: 📶 RSSI: -57
02-14 16:48:11.233 D/BleProximity: 📶 RSSI: -56
02-14 16:48:11.544 D/BleProximity: 📶 RSSI: -57
02-14 16:48:11.851 D/BleProximity: 📶 RSSI: -58
02-14 16:48:12.162 D/BleProximity: 📶 RSSI: -58
02-14 16:48:12.477 D/BleProximity: 📶 RSSI: -58
02-14 16:48:12.791 D/BleProximity: 📶 RSSI: -56
02-14 16:48:13.096 D/BleProximity: 📶 RSSI: -57
02-14 16:48:13.405 D/BleProximity: 📶 RSSI: -57
02-14 16:48:13.717 D/BleProximity: 📶 RSSI: -57
02-14 16:48:14.027 D/BleProximity: 📶 RSSI: -57
02-14 16:48:14.327 D/BleProximity: 📶 RSSI: -57
02-14 16:48:14.637 D/BleProximity: 📶 RSSI: -58
02-14 16:48:14.946 D/BleProximity: 📶 RSSI: -57
02-14 16:48:15.263 D/BleProximity: 📶 RSSI: -52
02-14 16:48:15.563 D/BleProximity: 📶 RSSI: -53
02-14 16:48:15.880 D/BleProximity: 📶 RSSI: -53
02-14 16:48:16.190 D/BleProximity: 📶 RSSI: -55
02-14 16:48:16.496 D/BleProximity: 📶 RSSI: -56
02-14 16:48:16.804 D/BleProximity: 📶 RSSI: -57
02-14 16:48:17.117 D/BleProximity: 📶 RSSI: -57
02-14 16:48:17.426 D/BleProximity: 📶 RSSI: -58
02-14 16:48:17.735 D/BleProximity: 📶 RSSI: -57
02-14 16:48:18.044 D/BleProximity: 📶 RSSI: -57
02-14 16:48:18.353 D/BleProximity: 📶 RSSI: -57
02-14 16:48:18.657 D/BleProximity: 📶 RSSI: -56
02-14 16:48:18.974 D/BleProximity: 📶 RSSI: -57
02-14 16:48:19.277 D/BleProximity: 📶 RSSI: -58
02-14 16:48:19.583 D/BleProximity: 📶 RSSI: -57
02-14 16:48:19.896 D/BleProximity: 📶 RSSI: -58
02-14 16:48:20.201 D/BleProximity: 📶 RSSI: -57
02-14 16:48:20.511 D/BleProximity: 📶 RSSI: -56
02-14 16:48:20.818 D/BleProximity: 📶 RSSI: -57
02-14 16:48:21.127 D/BleProximity: 📶 RSSI: -56
02-14 16:48:21.438 D/BleProximity: 📶 RSSI: -57
02-14 16:48:21.748 D/BleProximity: 📶 RSSI: -58
02-14 16:48:22.060 D/BleProximity: 📶 RSSI: -58
02-14 16:48:22.366 D/BleProximity: 📶 RSSI: -57
02-14 16:48:22.673 D/BleProximity: 📶 RSSI: -58
02-14 16:48:22.988 D/BleProximity: 📶 RSSI: -58
02-14 16:48:23.304 D/BleProximity: 📶 RSSI: -57
02-14 16:48:23.612 D/BleProximity: 📶 RSSI: -56
02-14 16:48:23.921 D/BleProximity: 📶 RSSI: -56
02-14 16:48:24.230 D/BleProximity: 📶 RSSI: -55
02-14 16:48:24.534 D/BleProximity: 📶 RSSI: -58
02-14 16:48:24.846 D/BleProximity: 📶 RSSI: -57
02-14 16:48:25.151 D/BleProximity: 📶 RSSI: -57
02-14 16:48:25.461 D/BleProximity: 📶 RSSI: -57
02-14 16:48:25.772 D/BleProximity: 📶 RSSI: -58
02-14 16:48:26.081 D/BleProximity: 📶 RSSI: -58
02-14 16:48:26.387 D/BleProximity: 📶 RSSI: -59
02-14 16:48:26.698 D/BleProximity: 📶 RSSI: -58
02-14 16:48:27.006 D/BleProximity: 📶 RSSI: -59
02-14 16:48:27.319 D/BleProximity: 📶 RSSI: -58
02-14 16:48:27.628 D/BleProximity: 📶 RSSI: -58
02-14 16:48:27.933 D/BleProximity: 📶 RSSI: -58
02-14 16:48:28.237 D/BleProximity: 📶 RSSI: -58
02-14 16:48:28.547 D/BleProximity: 📶 RSSI: -57
02-14 16:48:28.852 D/BleProximity: 📶 RSSI: -56
02-14 16:48:29.162 D/BleProximity: 📶 RSSI: -57
02-14 16:48:29.470 D/BleProximity: 📶 RSSI: -57
02-14 16:48:29.781 D/BleProximity: 📶 RSSI: -54
02-14 16:48:30.091 D/BleProximity: 📶 RSSI: -53
02-14 16:48:30.402 D/BleProximity: 📶 RSSI: -54
02-14 16:48:30.711 D/BleProximity: 📶 RSSI: -53
02-14 16:48:31.014 D/BleProximity: 📶 RSSI: -54
02-14 16:48:31.341 D/BleProximity: 📶 RSSI: -57
02-14 16:48:31.638 D/BleProximity: 📶 RSSI: -58
02-14 16:48:31.951 D/BleProximity: 📶 RSSI: -59
02-14 16:48:32.267 D/BleProximity: 📶 RSSI: -59
02-14 16:48:32.566 D/BleProximity: 📶 RSSI: -59
02-14 16:48:32.876 D/BleProximity: 📶 RSSI: -61
02-14 16:48:33.183 D/BleProximity: 📶 RSSI: -59
02-14 16:48:33.492 D/BleProximity: 📶 RSSI: -60
02-14 16:48:33.802 D/BleProximity: 📶 RSSI: -64
02-14 16:48:34.112 D/BleProximity: 📶 RSSI: -58
02-14 16:48:34.422 D/BleProximity: 📶 RSSI: -56
02-14 16:48:34.742 D/BleProximity: 📶 RSSI: -60
02-14 16:48:34.942 D/BleProximity: 🔧 初始化 BleProximityManager
02-14 16:48:34.944 D/BleProximity: ⚠️ 检测到已初始化，先清理旧状态
02-14 16:48:34.945 D/BleProximity: 🧹 清理资源...
02-14 16:48:34.946 D/BleProximity: 🛑 停止服务
02-14 16:48:34.948 D/BleProximity: 🎫 [BleProximityManager] 释放 Session: session_BleProximityManager_7_1771058811569 (剩余: 0)
02-14 16:48:34.948 D/BleProximity: ✂️ 所有 Session 已释放，准备断开连接
02-14 16:48:34.949 D/BleProximity: ✅ Session 已释放
02-14 16:48:34.950 D/BleProximity: ✅ 屏幕状态监听已注销
02-14 16:48:34.954 D/BleProximity: ➖ 移除监听器: callback_7_1771058811567 
02-14 16:48:34.955 D/BleProximity: ✅ 已移除回调: callback_7_1771058811567
02-14 16:48:34.955 D/BleProximity: ✅ 资源清理完成
02-14 16:48:34.956 D/BleProximity: ➕ 添加监听器: callback_8_1771058914955 (总数: 1)
02-14 16:48:34.956 D/BleProximity: ✅ 初始化完成，回调ID: callback_8_1771058914955 ,DistanceMeters:-70.0
02-14 16:48:34.956 D/BleProximity: 🚀 启动靠近解锁服务...
02-14 16:48:34.957 D/BleProximity: 🎫 [BleProximityManager] 获取 Session: session_BleProximityManager_9_1771058914957 (总数: 1)
02-14 16:48:34.958 D/BleProximity: 🎫 Session 已获取: true
02-14 16:48:34.959 D/BleProximity: ✅ 服务启动时，设备已处于连接状态
02-14 16:48:34.966 D/BleProximity: ✅ 屏幕状态监听已注册
02-14 16:48:35.063 D/BleProximity: 📶 RSSI: -60
02-14 16:48:35.065 D/BleProximity: 📊 正在收集信号样本: 1/5
02-14 16:48:35.365 D/BleProximity: 📶 RSSI: -54
02-14 16:48:35.367 D/BleProximity: 📊 正在收集信号样本: 2/5
02-14 16:48:35.669 D/BleProximity: 📶 RSSI: -55
02-14 16:48:35.670 D/BleProximity: 📊 正在收集信号样本: 3/5
02-14 16:48:35.985 D/BleProximity: 📶 RSSI: -58
02-14 16:48:35.986 D/BleProximity: 📊 正在收集信号样本: 4/5
02-14 16:48:36.281 D/BleProximity: 📶 RSSI: -59
02-14 16:48:36.593 D/BleProximity: 📶 RSSI: -59
02-14 16:48:36.901 D/BleProximity: 📶 RSSI: -56
02-14 16:48:37.208 D/BleProximity: 📶 RSSI: -55
02-14 16:48:37.528 D/BleProximity: 📶 RSSI: -56
02-14 16:48:37.829 D/BleProximity: 📶 RSSI: -59
02-14 16:48:38.136 D/BleProximity: 📶 RSSI: -59
02-14 16:48:38.437 D/BleProximity: 📶 RSSI: -58
02-14 16:48:38.744 D/BleProximity: 📶 RSSI: -58
02-14 16:48:39.057 D/BleProximity: 📶 RSSI: -58
02-14 16:48:39.365 D/BleProximity: 📶 RSSI: -59
02-14 16:48:39.674 D/BleProximity: 📶 RSSI: -62
02-14 16:48:39.986 D/BleProximity: 📶 RSSI: -60
02-14 16:48:40.293 D/BleProximity: 📶 RSSI: -60
02-14 16:48:40.601 D/BleProximity: 📶 RSSI: -63
02-14 16:48:40.912 D/BleProximity: 📶 RSSI: -58
02-14 16:48:41.222 D/BleProximity: 📶 RSSI: -62
02-14 16:48:41.531 D/BleProximity: 📶 RSSI: -59
02-14 16:48:41.843 D/BleProximity: 📶 RSSI: -60
02-14 16:48:42.154 D/BleProximity: 📶 RSSI: -57
02-14 16:48:42.469 D/BleProximity: 📶 RSSI: -58
02-14 16:48:42.775 D/BleProximity: 📶 RSSI: -61
02-14 16:48:42.776 D/BleProximity: 🔓 >>> 触发解锁 <<<
02-14 16:48:42.777 D/BleProximity: 原因: 信号均值(-59) > 阈值(-70.0) 
02-14 16:48:42.778 D/BleProximity: 📤 发送指令: 解锁车门
02-14 16:48:42.831 D/BleProximity: 收到认证挑战：uuid: E6B0E704-BD48-4CA4-8EC4-7C6503C24AF4, value: 04682998a466
02-14 16:48:42.834 D/BleProximity: 🔐 处理认证挑战: 303436383239393861343636
02-14 16:48:43.086 D/BleProximity: 📶 RSSI: -60
02-14 16:48:43.394 D/BleProximity: 📶 RSSI: -61
02-14 16:48:43.552 D/BleProximity: 收到认证挑战：uuid: 6CB493E3-7D21-46FB-A7F6-003E2464267E, value: 01
02-14 16:48:43.553 D/BleProximity: 解锁成功
02-14 16:48:43.554 D/BleProximity: 📊 指令出队: 解锁车门 -> SUCCESS
02-14 16:48:43.555 D/BleProximity: 🔓 解锁结果: SUCCESS
02-14 16:48:43.555 D/BleProximity: 🔄 同步状态: 车辆已解锁
02-14 16:48:43.558 D/BleProximity: 🔗 链式触发: 120秒打火
02-14 16:48:43.700 D/BleProximity: 📶 RSSI: -62
02-14 16:48:43.701 D/BleProximity: 📊 正在收集信号样本: 1/5
02-14 16:48:44.005 D/BleProximity: 📶 RSSI: -60
02-14 16:48:44.006 D/BleProximity: 📊 正在收集信号样本: 2/5
02-14 16:48:44.066 D/BleProximity: 📤 发送指令: 120秒打火
02-14 16:48:44.112 D/BleProximity: 收到认证挑战：uuid: E6B0E704-BD48-4CA4-8EC4-7C6503C24AF4, value: 6b994e34336b
02-14 16:48:44.113 D/BleProximity: 🔐 处理认证挑战: 366239393465333433333662
02-14 16:48:44.317 D/BleProximity: 📶 RSSI: -59
02-14 16:48:44.319 D/BleProximity: 📊 正在收集信号样本: 3/5
02-14 16:48:44.625 D/BleProximity: 📶 RSSI: -63
02-14 16:48:44.626 D/BleProximity: 📊 正在收集信号样本: 4/5
02-14 16:48:44.935 D/BleProximity: 📶 RSSI: -63
02-14 16:48:45.244 D/BleProximity: 📶 RSSI: -58
02-14 16:48:45.547 D/BleProximity: 📶 RSSI: -58
02-14 16:48:45.865 D/BleProximity: 📶 RSSI: -58
02-14 16:48:46.163 D/BleProximity: 📶 RSSI: -59
02-14 16:48:46.472 D/BleProximity: 📶 RSSI: -56
02-14 16:48:46.787 D/BleProximity: 📶 RSSI: -59
02-14 16:48:47.075 D/BleProximity: ⏱️ 指令超时无响应: 120秒打火
02-14 16:48:47.077 D/BleProximity: 📊 指令出队: 120秒打火 -> TIMEOUT
02-14 16:48:47.090 D/BleProximity: 📶 RSSI: -59
02-14 16:48:47.405 D/BleProximity: 📶 RSSI: -59
02-14 16:48:47.709 D/BleProximity: 📶 RSSI: -57
02-14 16:48:48.017 D/BleProximity: 📶 RSSI: -59
02-14 16:48:48.327 D/BleProximity: 📶 RSSI: -60
02-14 16:48:48.634 D/BleProximity: 📶 RSSI: -60
02-14 16:48:48.944 D/BleProximity: 📶 RSSI: -62
02-14 16:48:49.254 D/BleProximity: 📶 RSSI: -60
02-14 16:48:49.560 D/BleProximity: 📶 RSSI: -60
02-14 16:48:49.874 D/BleProximity: 📶 RSSI: -59
02-14 16:48:50.179 D/BleProximity: 📶 RSSI: -59
02-14 16:48:50.384 D/MG_NET_LOG: ┌────── 请求开始 ──────
02-14 16:48:50.385 D/MG_NET_LOG: │ URL: https://gitee.com/api/v5/repos/yangyachao-X/mg-linker/releases/latest
02-14 16:48:50.386 D/MG_NET_LOG: │ Method: GET
02-14 16:48:50.387 D/MG_NET_LOG: │ Header: Authorization: token 387f0d958834d479dcdc778fcf2ae326
02-14 16:48:50.387 D/MG_NET_LOG: │ Params: (无 Body 参数)
02-14 16:48:50.387 D/MG_NET_LOG: └──────────────────────
02-14 16:48:50.482 D/BleProximity: 📶 RSSI: -59
02-14 16:48:50.782 D/BleProximity: 📶 RSSI: -60
02-14 16:48:50.898 D/MG_NET_LOG: ┌────── 响应结束 (200 / 513ms) ──────
02-14 16:48:50.898 D/MG_NET_LOG: │ URL: https://gitee.com/api/v5/repos/yangyachao-X/mg-linker/releases/latest
02-14 16:48:50.898 D/MG_NET_LOG: │ Result: {"id":579453,"tag_name":"5.2","target_commitish":"72fcb6f4c2f8d073856fb0fb6e0610f39716b607","prerelease":false,"name":"蓝牙服务优化","body":"1.蓝牙服务增加锁屏退让策略以及亮屏解锁优先\r\n2.增加隐藏最新任务","author":{"id":8784824,"login":"yangyachao-X","name":"YangYachao","avatar_url":"https://foruda.gitee.com/avatar/1677149462712290355/8784824_yangyachao-x_1645510740.png","url":"https://gitee.com/api/v5/users/yangyachao-X","html_url":"https://gitee.com/yangyachao-X","remark":"","followers_url":"https://gitee.com/api/v5/users/yangyachao-X/followers","following_url":"https://gitee.com/api/v5/users/yangyachao-X/following_url{/other_user}","gists_url":"https://gitee.com/api/v5/users/yangyachao-X/gists{/gist_id}","starred_url":"https://gitee.com/api/v5/users/yangyachao-X/starred{/owner}{/repo}","subscriptions_url":"https://gitee.com/api/v5/users/yangyachao-X/subscriptions","organizations_url":"https://gitee.com/api/v5/users/yangyachao-X/orgs","repos_url":"https://gitee.com/api/v5/users/yangyachao-X/repos","events_url":"https://gitee.com/api/v5/users/yangyachao-X/events{/privacy}","received_events_url":"https://gitee.com/api/v5/users/yangyachao-X/received_events","type":"User"},"created_at":"2026-02-14T11:53:43+08:00","assets":[{"browser_download_url":"https://gitee.com/yangyachao-X/mg-linker/releases/download/5.2/MG%20Linker.apk","name":"MG Linker.apk"},{"browser_download_url":"https://gitee.com/yangyachao-X/mg-linker/archive/refs/tags/5.2.zip","name":"5.2.zip"},{"browser_download_url":"https://gitee.com/yangyachao-X/mg-linker/archive/refs/tags/5.2.tar.gz","name":"5.2.tar.gz"}]}
02-14 16:48:50.899 D/MG_NET_LOG: └──────────────────────────────────────────────────
02-14 16:48:51.085 D/BleProximity: 📶 RSSI: -58
02-14 16:48:51.390 D/BleProximity: 📶 RSSI: -58
02-14 16:48:51.709 D/BleProximity: 📶 RSSI: -59
02-14 16:48:52.027 D/BleProximity: 📶 RSSI: -59
02-14 16:48:52.347 D/BleProximity: 📶 RSSI: -59
02-14 16:48:52.646 D/BleProximity: 📶 RSSI: -58
02-14 16:48:52.954 D/BleProximity: 📶 RSSI: -56
02-14 16:48:53.261 D/BleProximity: 📶 RSSI: -57
02-14 16:48:53.565 D/BleProximity: 📶 RSSI: -58
02-14 16:48:53.869 D/BleProximity: 📶 RSSI: -61
02-14 16:48:54.171 D/BleProximity: 📶 RSSI: -60
02-14 16:48:54.479 D/BleProximity: 📶 RSSI: -61
02-14 16:48:54.788 D/BleProximity: 📶 RSSI: -59
02-14 16:48:55.093 D/BleProximity: 📶 RSSI: -61
02-14 16:48:55.391 D/BleProximity: 📶 RSSI: -57
02-14 16:48:55.697 D/BleProximity: 📶 RSSI: -56
02-14 16:48:56.005 D/BleProximity: 📶 RSSI: -57
02-14 16:48:56.307 D/BleProximity: 📶 RSSI: -56
02-14 16:48:56.613 D/BleProximity: 📶 RSSI: -60
